"REF_DATE","GEO","DGUID","Prices","Sector","Flows and stocks","Assets","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","116110","","","","0"
"2016-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","116245","","","","0"
"2016-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","116474","","","","0"
"2017-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","116511","","","","0"
"2017-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","116410","","","","0"
"2017-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","116542","","","","0"
"2017-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","116837","","","","0"
"2018-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","117171","","","","0"
"2018-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","117403","","","","0"
"2018-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","117841","","","","0"
"2018-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","118366","","","","0"
"2019-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","118963","","","","0"
"2019-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","119354","","","","0"
"2019-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","119925","","","","0"
"2019-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","120593","","","","0"
"2020-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","121365","","","","0"
"2020-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","121655","","","","0"
"2020-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","122193","","","","0"
"2020-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","122736","","","","0"
"2021-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","123464","","","","0"
"2021-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","123940","","","","0"
"2021-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","124584","","","","0"
"2021-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","125330","","","","0"
"2022-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","126176","","","","0"
"2022-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","126753","","","","0"
"2022-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","127537","","","","0"
"2022-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","128497","","","","0"
"2023-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","129324","","","","0"
"2023-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","129928","","","","0"
"2023-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","130771","","","","0"
"2023-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Non-residential buildings","Dollars","81","millions","6","v1064456407","6.2.1.3.3","131826","","","","0"
"2015-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","154054","","","","0"
"2015-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","154649","","","","0"
"2015-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","155913","","","","0"
"2015-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","156603","","","","0"
"2016-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","156271","","","","0"
"2016-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","156546","","","","0"
"2016-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","157730","","","","0"
"2016-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","158102","","","","0"
"2017-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","157708","","","","0"
"2017-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","158219","","","","0"
"2017-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","159692","","","","0"
"2017-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","160715","","","","0"
"2018-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","160551","","","","0"
"2018-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","161149","","","","0"
"2018-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","162376","","","","0"
"2018-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","162950","","","","0"
"2019-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","162616","","","","0"
"2019-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","163052","","","","0"
"2019-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","164383","","","","0"
"2019-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","165083","","","","0"
"2020-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","164892","","","","0"
"2020-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","165117","","","","0"
"2020-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","166092","","","","0"
"2020-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","166513","","","","0"
"2021-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","165867","","","","0"
"2021-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","166054","","","","0"
"2021-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","167114","","","","0"
"2021-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","167699","","","","0"
"2022-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","166968","","","","0"
"2022-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","166976","","","","0"
"2022-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","167680","","","","0"
"2022-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","168044","","","","0"
"2023-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","167729","","","","0"
"2023-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","168372","","","","0"
"2023-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","169683","","","","0"
"2023-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Engineering construction","Dollars","81","millions","6","v1064456408","6.2.1.3.4","170174","","","","0"
"2015-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","64674","","","","0"
"2015-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","64192","","","","0"
"2015-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","63463","","","","0"
"2015-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","62973","","","","0"
"2016-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","62065","","","","0"
"2016-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","61531","","","","0"
"2016-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","60950","","","","0"
"2016-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","60375","","","","0"
"2017-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","60047","","","","0"
"2017-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","59959","","","","0"
"2017-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","59878","","","","0"
"2017-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","60212","","","","0"
"2018-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","60466","","","","0"
"2018-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","60940","","","","0"
"2018-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","60990","","","","0"
"2018-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","61168","","","","0"
"2019-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","61454","","","","0"
"2019-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","61696","","","","0"
"2019-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","61912","","","","0"
"2019-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","62179","","","","0"
"2020-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","62217","","","","0"
"2020-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","61563","","","","0"
"2020-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","61436","","","","0"
"2020-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","61756","","","","0"
"2021-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","61706","","","","0"
"2021-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","62071","","","","0"
"2021-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","62264","","","","0"
"2021-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","62663","","","","0"
"2022-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","62950","","","","0"
"2022-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","63533","","","","0"
"2022-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","63974","","","","0"
"2022-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","64050","","","","0"
"2023-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","64075","","","","0"
"2023-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","64424","","","","0"
"2023-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","64533","","","","0"
"2023-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Machinery and equipment","Dollars","81","millions","6","v1064456409","6.2.1.3.5","64646","","","","0"
"2015-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","39362","","","","0"
"2015-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","39292","","","","0"
"2015-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","39156","","","","0"
"2015-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","39045","","","","0"
"2016-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","38926","","","","0"
"2016-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","38868","","","","0"
"2016-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","38785","","","","0"
"2016-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","38714","","","","0"
"2017-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","38995","","","","0"
"2017-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","39324","","","","0"
"2017-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","39702","","","","0"
"2017-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","40074","","","","0"
"2018-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","40331","","","","0"
"2018-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","40728","","","","0"
"2018-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","41098","","","","0"
"2018-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","41613","","","","0"
"2019-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","41957","","","","0"
"2019-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","42363","","","","0"
"2019-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","42846","","","","0"
"2019-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","43261","","","","0"
"2020-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","43376","","","","0"
"2020-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","43396","","","","0"
"2020-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","43627","","","","0"
"2020-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","43940","","","","0"
"2021-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","44383","","","","0"
"2021-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","44897","","","","0"
"2021-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","45417","","","","0"
"2021-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","45941","","","","0"
"2022-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","46480","","","","0"
"2022-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","47050","","","","0"
"2022-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","47618","","","","0"
"2022-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","48202","","","","0"
"2023-01","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","48780","","","","0"
"2023-04","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","49253","","","","0"
"2023-07","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","49716","","","","0"
"2023-10","Quebec","2016A000224","2017 constant prices","Total all sectors","Geometric end-year net stock","Intellectual property products","Dollars","81","millions","6","v1064456410","6.2.1.3.6","50135","","","","0"
"2015-01","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","623079","","","","0"
"2015-04","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","626215","","","","0"
"2015-07","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","629906","","","","0"
"2015-10","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","633252","","","","0"
"2016-01","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","632803","","","","0"
"2016-04","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","633899","","","","0"
"2016-07","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","636490","","","","0"
"2016-10","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","637821","","","","0"
"2017-01","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","637739","","","","0"
"2017-04","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","639193","","","","0"
"2017-07","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","642519","","","","0"
"2017-10","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","646544","","","","0"
"2018-01","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","648814","","","","0"
"2018-04","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","652841","","","","0"
"2018-07","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","657196","","","","0"
"2018-10","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","661304","","","","0"
"2019-01","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","663592","","","","0"
"2019-04","Ontario","2016A000235","2017 constant prices","Total all sectors","Geometric end-year net stock","Total non-residential","Dollars","81","millions","6","v1064456526","7.2.1.3.2","666661","","","","0"
